name,location,stars,link,amount_conv,Rating,NumReviews,Airport,Pool,Breakfast,Family_Rooms,Parking,Restaurant,size_m2,Pets,Month,Location
ZenMar Hill,"Peristeras Ierapetra, Ierapetra, 72200, Greece",4.0,https://www.booking.com/hotel/gr/zenmar-hill.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=999&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=839333101_350444967_4_0_0&highlighted_blocks=839333101_350444967_4_0_0&matching_block_id=839333101_350444967_4_0_0&sr_pri_blocks=839333101_350444967_4_0_0__69768&from=searchresults#hotelTmpl,674.762443438914,9.6,9 ,False,False,False,False,True,False,137.0,False,June,Crete
Premium 6-people Villa with Private Pool!,"Gavalochori village main street, Gavalochori, 73008, Greece",4.0,https://www.booking.com/hotel/gr/premium-8-people-villa-with-private-pool.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=1000&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=883699701_367025588_3_0_0&highlighted_blocks=883699701_367025588_3_0_0&matching_block_id=883699701_367025588_3_0_0&sr_pri_blocks=883699701_367025588_3_0_0__75240&from=searchresults#hotelTmpl,792.0,,,False,True,False,True,True,False,145.0,False,June,Crete
ArtOikia Luxury Villas,"Saktouria, Saktoúria, 74053, Greece",,https://www.booking.com/hotel/gr/artoikia-luxury-villas.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=976&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=927507103_364836064_4_0_0&highlighted_blocks=927507103_364836064_4_0_0&matching_block_id=927507103_364836064_4_0_0&sr_pri_blocks=927507103_364836064_4_0_0__160740&from=searchresults#hotelTmpl,1696.2616822429904,,,True,False,False,True,True,False,99.0,False,June,Crete
Enjoy amazing sea views at wonderful Villa Selene,"Ligaria, Agia Pelagia, 71500, Greece",,https://www.booking.com/hotel/gr/enjoy-amazing-sea-views-at-wonderful-villa-selene.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=977&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=894709701_359976030_6_0_0&highlighted_blocks=894709701_359976030_6_0_0&matching_block_id=894709701_359976030_6_0_0&sr_pri_blocks=894709701_359976030_6_0_0__96520&from=searchresults#hotelTmpl,1018.6915887850466,,,False,True,False,True,True,False,99.0,False,June,Crete
Olvia,"sarpaki 2, Chania, 73100, Greece",4.0,https://www.booking.com/hotel/gr/olvia-chania.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=978&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=654484301_367267841_4_2_0&highlighted_blocks=654484301_367267841_4_2_0&matching_block_id=654484301_367267841_4_2_0&sr_pri_blocks=654484301_367267841_4_2_0__114000&from=searchresults#hotelTmpl,1204.6741883490674,9.0,3 ,True,False,True,False,True,False,120.0,False,June,Crete
Villa 7 Seas - With Amazing View,"Schinaria beach road, Lefkogeia, 74060, Greece",4.0,https://www.booking.com/hotel/gr/villa-7-seas-with-amazing-view.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=979&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=954827402_367986459_9_0_0&highlighted_blocks=954827402_367986459_9_0_0&matching_block_id=954827402_367986459_9_0_0&sr_pri_blocks=954827402_367986459_9_0_0__234650&from=searchresults#hotelTmpl,2471.7841744290527,,,False,True,False,False,True,False,270.0,True,June,Crete
Marianthi’s house,"2 Sapoutie Str, Heraklio, 71202, Greece",4.0,https://www.booking.com/hotel/gr/marianthis-house-archaeologikal-museum.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=980&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=493330101_165525007_0_0_0&highlighted_blocks=493330101_165525007_0_0_0&matching_block_id=493330101_165525007_0_0_0&sr_pri_blocks=493330101_165525007_0_0_0__37620&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,396.52777777777777,9.4,39 ,False,False,False,True,False,False,68.0,False,June,Crete
SpiliaInn,"Σπηλιά Χανιά, Spiliá, 73006, Greece",4.0,https://www.booking.com/hotel/gr/spiliainn-chania.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=981&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=824298001_347564075_4_0_0&highlighted_blocks=824298001_347564075_4_0_0&matching_block_id=824298001_347564075_4_0_0&sr_pri_blocks=824298001_347564075_4_0_0__70300&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,740.9722222222223,10,1 ,True,False,False,True,True,False,100.0,False,June,Crete
Villa Morfeas,"Damavolou, Dhamavólos, 74052, Greece",4.0,https://www.booking.com/hotel/gr/villa-morfeas-dhamavolos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=982&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=171707201_369052412_8_0_0&highlighted_blocks=171707201_369052412_8_0_0&matching_block_id=171707201_369052412_8_0_0&sr_pri_blocks=171707201_369052412_8_0_0__45947&from=searchresults#hotelTmpl,459.0,9.3,3 ,False,False,False,False,True,False,250.0,True,June,Crete
"ELIDA -pool, billiard, views, 4min walk to the sea","Eparchiaki Odos Kalivon-Kefalas, Plaka, 73008, Greece",4.0,https://www.booking.com/hotel/gr/elida-pool-billiard-views-4min-walk-to-the-sea.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=983&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=900409401_360721258_8_0_0&highlighted_blocks=900409401_360721258_8_0_0&matching_block_id=900409401_360721258_8_0_0&sr_pri_blocks=900409401_360721258_8_0_0__239400&from=searchresults#hotelTmpl,2517.4418604651164,,,False,True,False,False,True,False,201.0,True,June,Crete
Casa EleMar Villa with Private Yard,"Analipsi, Analipsi, Hersonissos, 70014, Greece",,https://www.booking.com/hotel/gr/casa-elemar-villa-with-private-yard.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=984&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=766996301_342543785_2_0_0&highlighted_blocks=766996301_342543785_2_0_0&matching_block_id=766996301_342543785_2_0_0&sr_pri_blocks=766996301_342543785_2_0_0__36480&from=searchresults#hotelTmpl,385.0467289719626,10,1 ,False,False,False,True,True,False,60.0,False,June,Crete
Casa Magnolia - Spacious Home in heart of Akrotiri,"Kathiana Akrotiriou, Chania, 73100, Greece",4.0,https://www.booking.com/hotel/gr/casa-magnolia-spacious-home-in-heart-of-akrotiri.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=985&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=871840601_355875373_6_0_0&highlighted_blocks=871840601_355875373_6_0_0&matching_block_id=871840601_355875373_6_0_0&sr_pri_blocks=871840601_355875373_6_0_0__55404&from=searchresults#hotelTmpl,583.0,10,1 ,False,False,False,True,True,False,110.0,False,June,Crete
Limani elegant apartments,"3ης Σεπτέμβριου 5-7, Souda, 73200, Greece",4.0,https://www.booking.com/hotel/gr/limani-luxury-apartments.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=986&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=1004373801_373200886_3_0_0&highlighted_blocks=1004373801_373200886_3_0_0&matching_block_id=1004373801_373200886_3_0_0&sr_pri_blocks=1004373801_373200886_3_0_0__35568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,374.0,,,False,False,False,True,False,False,65.0,False,June,Crete
Alexia's Oasis,"Hersonissos 0, Hersonissos 700 14, Greece, Hersonissos, 70014, Greece",4.0,https://www.booking.com/hotel/gr/villa-alexia-in-crete.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=987&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=894444702_372876536_6_0_0&highlighted_blocks=894444702_372876536_6_0_0&matching_block_id=894444702_372876536_6_0_0&sr_pri_blocks=894444702_372876536_6_0_0__152699&from=searchresults#hotelTmpl,1607.0,9.5,2 ,True,True,False,False,True,False,135.0,False,June,Crete
Villa Marmelada,"2. χλμ. Επαρχιακή Οδός Ιεράπετρα - Μακριλιάς , Ierapetra, 72200, Greece",4.0,https://www.booking.com/hotel/gr/villa-marmelada.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=988&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=205653301_354757941_6_0_0&highlighted_blocks=205653301_354757941_6_0_0&matching_block_id=205653301_354757941_6_0_0&sr_pri_blocks=205653301_354757941_6_0_0__136800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1323.0656108597284,9.9,7 ,False,True,False,True,True,False,170.0,False,June,Crete
Haritos Holidays Home,"Πόμπια Ηρακλείου Κρήτης, Pómbia, 70400, Greece",4.0,https://www.booking.com/hotel/gr/haritos-holidays-home.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=989&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=747543001_357290454_5_0_0&highlighted_blocks=747543001_357290454_5_0_0&matching_block_id=747543001_357290454_5_0_0&sr_pri_blocks=747543001_357290454_5_0_0__57000&from=searchresults#hotelTmpl,600.6944444444445,8.7,3 ,False,True,False,True,True,False,95.0,True,June,Crete
Nikkon Luxury Living,"Άρβης, Βιάννου, Arvi, 70004, Greece",4.0,https://www.booking.com/hotel/gr/nikkon-luxury-living.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=990&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=927290001_364490092_8_0_0&highlighted_blocks=927290001_364490092_8_0_0&matching_block_id=927290001_364490092_8_0_0&sr_pri_blocks=927290001_364490092_8_0_0__151620&from=searchresults#hotelTmpl,1478.3776684679349,,,True,True,False,False,True,False,150.0,False,June,Crete
Odysseus House,"kato kafenia, Límnai, 72400, Greece",,https://www.booking.com/hotel/gr/odysseus-house-limnes.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=991&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=940979501_366349510_2_0_0&highlighted_blocks=940979501_366349510_2_0_0&matching_block_id=940979501_366349510_2_0_0&sr_pri_blocks=940979501_366349510_2_0_0__50730&from=searchresults#hotelTmpl,535.5140186915887,10,1 ,False,False,False,True,True,False,129.0,False,June,Crete
Villa Olive by the Sea-walk distance beach & pools,"14 Eparchiaki Odos Kalivon-Kefalas, Almyrida, 73008, Greece",4.0,https://www.booking.com/hotel/gr/villa-olive-by-the-sea-walk-distance-beach-amp-pools.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=992&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=893183001_359650411_4_0_0&highlighted_blocks=893183001_359650411_4_0_0&matching_block_id=893183001_359650411_4_0_0&sr_pri_blocks=893183001_359650411_4_0_0__83030&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,875.0,10,2 ,False,False,False,True,True,False,120.0,False,June,Crete
Adrianna Villa 4ppl,"Bali Adrianna Villas, Bali, 74057, Greece",,https://www.booking.com/hotel/gr/adrianna-villa-3.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=993&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=591389302_330993506_4_42_0&highlighted_blocks=591389302_330993506_4_42_0&matching_block_id=591389302_330993506_4_42_0&sr_pri_blocks=591389302_330993506_4_42_0__125780&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1327.1028037383178,9.1,7 ,True,True,True,False,False,True,112.0,False,June,Crete
Ellada,"Χωραφακια Ακρωτιριου, Chorafakia, 73100, Greece",4.0,https://www.booking.com/hotel/gr/ellada.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=994&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=977186001_370035645_8_0_0&highlighted_blocks=977186001_370035645_8_0_0&matching_block_id=977186001_370035645_8_0_0&sr_pri_blocks=977186001_370035645_8_0_0__48640&from=searchresults#hotelTmpl,512.5,10,2 ,True,False,False,True,True,False,150.0,False,June,Crete
Sea View Villa Giorgios Five Bedroom,"Gavalohori,, Gavalochori, 73008, Greece",4.0,https://www.booking.com/hotel/gr/sea-view-villa-giorgios-five-bedroom.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=995&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=897819001_360443144_9_2_0&highlighted_blocks=897819001_360443144_9_2_0&matching_block_id=897819001_360443144_9_2_0&sr_pri_blocks=897819001_360443144_9_2_0__182400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1920.0,,,False,True,True,True,True,False,200.0,False,June,Crete
Lake Villas,"Mouri, Mouríon, 73007, Greece",,https://www.booking.com/hotel/gr/lakevillas.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=996&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=119843401_329742079_8_0_0&highlighted_blocks=119843401_329742079_8_0_0&matching_block_id=119843401_329742079_8_0_0&sr_pri_blocks=119843401_329742079_8_0_0__95000&from=searchresults#hotelTmpl,1002.8037383177569,9.3,7 ,True,True,False,True,True,False,115.0,False,June,Crete
"Spacious villa with private pool and sea view, just 150 meters from the sea","Ethniki Odos Agiou Nikolaou Sitias, Istro, 721 00, Greece",,https://www.booking.com/hotel/gr/spacious-villa-with-private-pool-and-sea-view-just-150-meters-from-the-sea.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=997&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=572021402_332462199_8_0_0&highlighted_blocks=572021402_332462199_8_0_0&matching_block_id=572021402_332462199_8_0_0&sr_pri_blocks=572021402_332462199_8_0_0__143640&from=searchresults#hotelTmpl,1515.8878504672896,9.0,2 ,True,True,False,False,True,False,200.0,False,June,Crete
Cataphari Luxury Villa,"Κουτουλουφάρι, Koutouloufari, Hersonissos, 70014, Greece",4.0,https://www.booking.com/hotel/gr/cataphari-luxury-villa.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&sid=4cc5dec2c68e6377819edd6ab66620de&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=811&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=998&sr_order=popularity&nflt=class%3D4%3Bht_id%3D201&srpvid=99364de291020035&srepoch=1685790279&all_sr_blocks=845506001_351516841_2_0_0&highlighted_blocks=845506001_351516841_2_0_0&matching_block_id=845506001_351516841_2_0_0&sr_pri_blocks=845506001_351516841_2_0_0__140790&from=searchresults#hotelTmpl,1358.5209560096987,9.8,6 ,True,True,False,True,True,False,145.0,False,June,Crete
